OrderItemID,OrderID,ProductID,Quantity,UnitPrice
3348,1143,85,5,720.08
3349,1144,107,9,959.54
3350,1145,200,6,114.23
3351,1145,169,3,820.2
3352,1145,142,9,937.88
3353,1146,178,1,600.16
3354,1146,36,1,426.42
3355,1146,78,4,692.61
3356,1147,78,7,692.61
3357,1147,50,2,730.77
3358,1147,196,4,448.23
3359,1148,5,10,170.06
3360,1149,19,4,179.62
3361,1149,73,4,846.6
3362,1149,34,8,761.97
3363,1149,25,10,508.5
3364,1149,147,2,518.13
3365,1150,60,7,606.98
3366,1150,97,1,773.42
3367,1150,9,7,317.79
3368,1150,188,7,715.03
3369,1150,196,2,448.23
3370,1151,135,1,183.42
3371,1151,183,10,574.87
3372,1151,60,2,606.98
3373,1151,47,10,335.75
3374,1152,124,5,522.66
3375,1153,199,4,791.24
3376,1153,25,5,508.5
3377,1153,63,8,472.33
3378,1153,17,9,448.45
3379,1153,194,4,6.08
3380,1154,159,5,821.32
3381,1154,39,6,481.68
3382,1154,116,9,320.66
3383,1154,160,7,813.18
3384,1155,111,6,164.65
3385,1155,118,10,125.81
3386,1155,17,4,448.45
3387,1155,146,7,258.81
3388,1155,77,1,584.03
3389,1156,44,5,207.68
3390,1156,70,7,404.52
3391,1156,46,9,677.06
3392,1157,2,1,988.87
3393,1157,125,9,170.77
3394,1157,160,5,813.18
3395,1157,129,9,322.1
3396,1157,158,1,896.13
3397,1158,45,6,354.66
3398,1159,149,3,785.6
3399,1159,186,8,188.47
3400,1159,118,6,125.81
3401,1159,101,10,646.47
3402,1159,110,5,355.87
3403,1160,91,1,189.57
3404,1160,33,4,93.85
3405,1160,92,1,356.89
3406,1161,20,2,41.15
3407,1162,131,1,327.0
3408,1162,163,10,322.32
3409,1162,104,2,858.56
3410,1163,181,10,375.94
3411,1163,5,5,170.06
3412,1163,54,9,232.93
3413,1164,161,1,255.58
3414,1164,100,8,100.68
3415,1164,72,10,530.77
3416,1165,177,7,862.85
3417,1165,102,9,611.41
3418,1166,61,6,198.01
3419,1166,160,5,813.18
3420,1166,154,6,634.1
3421,1167,83,10,147.98
3422,1167,141,5,559.43
3423,1167,28,2,459.87
3424,1168,39,4,481.68
3425,1169,30,6,428.44
3426,1169,57,5,631.4
3427,1169,169,8,820.2
3428,1169,1,3,236.24
3429,1169,75,1,77.1
3430,1170,17,2,448.45
3431,1170,115,1,443.04
3432,1171,62,3,77.5
3433,1171,174,7,96.84
3434,1171,56,8,654.94
3435,1172,101,3,646.47
3436,1173,68,4,431.14
3437,1173,161,4,255.58
3438,1173,156,3,404.47
3439,1173,69,1,616.21
3440,1174,165,5,572.48
3441,1174,141,4,559.43
3442,1174,179,7,206.32
3443,1175,7,1,228.8
3444,1175,53,4,228.66
3445,1175,149,2,785.6
3446,1175,92,7,356.89
3447,1176,73,5,846.6
3448,1176,79,2,157.64
3449,1176,9,8,317.79
3450,1177,87,2,153.84
3451,1177,160,1,813.18
3452,1177,59,3,976.26
3453,1177,38,4,325.93
3454,1177,100,9,100.68
3455,1178,184,3,68.83
3456,1178,195,6,528.06
3457,1178,142,6,937.88
3458,1178,57,6,631.4
3459,1179,109,9,721.46
3460,1179,161,10,255.58
3461,1179,124,8,522.66
3462,1179,114,4,955.67
3463,1180,188,1,715.03
3464,1180,103,6,7.28
3465,1180,156,4,404.47
3466,1180,42,9,165.44
3467,1181,107,5,959.54
3468,1182,32,1,114.51
3469,1182,47,3,335.75
3470,1183,74,9,831.76
3471,1184,194,3,6.08
3472,1184,200,1,114.23
3473,1185,137,10,374.73
3474,1185,69,7,616.21
3475,1185,74,2,831.76
3476,1185,63,2,472.33
3477,1185,96,3,508.6
3478,1186,178,7,600.16
3479,1186,43,6,381.51
3480,1186,33,9,93.85
3481,1186,119,9,367.8
3482,1186,139,7,625.13
3483,1187,118,6,125.81
3484,1187,69,8,616.21
3485,1187,102,3,611.41
3486,1188,56,9,654.94
3487,1188,173,3,314.35
3488,1188,117,8,774.6
3489,1189,10,3,735.11
3490,1189,18,3,367.5
3491,1190,71,6,513.98
3492,1190,103,9,7.28
3493,1190,46,4,677.06
3494,1190,97,8,773.42
3495,1191,90,5,219.62
3496,1191,143,6,402.99
3497,1191,176,1,710.33
3498,1192,69,3,616.21
3499,1192,106,1,260.07
3500,1193,122,6,736.6
3501,1193,8,6,761.8
3502,1194,28,7,459.87
3503,1194,156,1,404.47
3504,1195,160,9,813.18
3505,1195,123,1,210.08
3506,1196,198,6,206.13
3507,1196,20,2,41.15
3508,1196,149,9,785.6
3509,1196,122,8,736.6
3510,1197,8,7,761.8
3511,1198,54,10,232.93
3512,1198,100,9,100.68
3513,1198,155,5,953.83
3514,1198,135,6,183.42
3515,1198,1,9,236.24
3516,1199,64,5,137.28
3517,1199,39,5,481.68
3518,1200,114,1,955.67
3519,1200,100,3,100.68
3520,1200,113,1,195.31
3521,1201,112,9,667.03
3522,1202,138,1,652.29
3523,1202,157,3,395.61
3524,1202,33,5,93.85
3525,1203,155,5,953.83
3526,1203,33,2,93.85
3527,1203,78,6,692.61
3528,1204,44,3,207.68
3529,1204,154,3,634.1
3530,1204,83,6,147.98
3531,1205,135,7,183.42
3532,1205,50,5,730.77
3533,1206,187,4,374.74
3534,1206,148,6,335.24
3535,1206,103,9,7.28
3536,1206,22,6,662.88
3537,1207,26,7,751.65
3538,1207,74,4,831.76
3539,1207,66,10,33.24
3540,1207,62,5,77.5
3541,1207,168,2,74.04
3542,1208,24,3,894.62
3543,1208,114,7,955.67
3544,1208,106,10,260.07
3545,1208,95,10,954.85
3546,1209,190,2,695.66
3547,1209,15,7,832.74
3548,1209,69,4,616.21
3549,1209,137,6,374.73
3550,1209,49,9,468.57
3551,1210,64,8,137.28
3552,1210,111,5,164.65
3553,1210,169,4,820.2
3554,1210,179,10,206.32
3555,1210,97,10,773.42
3556,1211,35,10,121.97
3557,1212,78,5,692.61
3558,1212,192,9,204.39
3559,1212,98,8,269.2
3560,1213,26,4,751.65
3561,1213,135,4,183.42
3562,1214,66,4,33.24
3563,1215,194,4,6.08
3564,1216,28,5,459.87
3565,1216,79,9,157.64
3566,1216,127,6,147.2
3567,1217,122,9,736.6
3568,1217,26,9,751.65
3569,1217,7,7,228.8
3570,1217,195,8,528.06
3571,1217,101,1,646.47
3572,1218,93,2,580.85
3573,1218,7,2,228.8
3574,1218,150,2,477.81
3575,1219,187,6,374.74
3576,1220,77,8,584.03
3577,1221,51,4,162.0
3578,1221,109,9,721.46
3579,1222,39,5,481.68
3580,1223,146,4,258.81
3581,1224,126,3,195.43
3582,1224,18,5,367.5
3583,1224,85,7,720.08
3584,1225,93,2,580.85
3585,1225,120,6,604.85
3586,1226,171,7,803.86
3587,1226,145,2,821.26
3588,1226,135,1,183.42
3589,1227,99,1,349.46
3590,1227,126,4,195.43
3591,1228,14,9,684.88
3592,1229,93,6,580.85
3593,1229,191,6,43.37
3594,1230,23,5,645.3
3595,1230,58,8,831.86
3596,1231,17,7,448.45
3597,1231,56,7,654.94
3598,1231,161,3,255.58
3599,1231,160,10,813.18
3600,1232,93,1,580.85
3601,1233,103,8,7.28
3602,1233,8,3,761.8
3603,1233,18,8,367.5
3604,1234,172,2,197.09
3605,1234,43,7,381.51
3606,1234,67,7,814.99
3607,1234,18,8,367.5
3608,1234,35,10,121.97
3609,1235,190,8,695.66
3610,1235,67,2,814.99
3611,1235,76,9,604.39
3612,1235,187,6,374.74
3613,1236,176,5,710.33
3614,1236,159,6,821.32
3615,1236,138,2,652.29
3616,1237,82,8,396.82
3617,1238,112,4,667.03
3618,1238,197,6,427.16
3619,1238,7,4,228.8
3620,1238,179,7,206.32
3621,1238,99,5,349.46
3622,1239,128,1,276.02
3623,1239,184,5,68.83
3624,1240,112,1,667.03
3625,1240,45,3,354.66
3626,1240,40,5,903.47
3627,1240,47,10,335.75
3628,1240,200,6,114.23
3629,1241,42,6,165.44
3630,1241,60,1,606.98
3631,1241,66,7,33.24
3632,1241,41,3,759.31
3633,1242,152,1,346.74
3634,1242,195,6,528.06
3635,1242,149,2,785.6
3636,1242,92,7,356.89
3637,1243,88,6,488.87
3638,1243,194,2,6.08
3639,1243,125,5,170.77
3640,1244,42,8,165.44
3641,1245,167,7,344.26
3642,1245,144,1,475.66
3643,1245,193,1,633.23
3644,1245,98,2,269.2
3645,1245,107,5,959.54
3646,1246,16,10,285.17
3647,1246,118,9,125.81
3648,1247,124,7,522.66
3649,1247,115,8,443.04
3650,1247,6,6,413.7
3651,1248,68,3,431.14
3652,1248,61,1,198.01
3653,1248,29,1,728.73
3654,1248,10,6,735.11
3655,1248,112,2,667.03
3656,1249,181,8,375.94
3657,1249,75,2,77.1
3658,1249,172,8,197.09
3659,1250,102,2,611.41
3660,1250,107,4,959.54
3661,1250,3,4,156.49
3662,1250,95,9,954.85
3663,1251,112,6,667.03
3664,1251,194,7,6.08
3665,1251,28,3,459.87
3666,1252,4,6,550.85
3667,1252,149,5,785.6
3668,1252,142,2,937.88
3669,1252,146,1,258.81
3670,1252,74,6,831.76
3671,1253,70,3,404.52
3672,1253,15,8,832.74
3673,1253,179,5,206.32
3674,1254,185,4,485.64
3675,1255,180,1,737.16
3676,1255,39,10,481.68
3677,1255,160,7,813.18
3678,1255,140,6,166.36
3679,1255,44,3,207.68
3680,1256,18,6,367.5
3681,1256,138,2,652.29
3682,1257,181,4,375.94
3683,1257,43,3,381.51
3684,1257,62,7,77.5
3685,1258,6,6,413.7
3686,1258,153,3,802.81
3687,1258,194,9,6.08
3688,1258,131,10,327.0
3689,1258,123,10,210.08
3690,1259,8,10,761.8
3691,1259,192,5,204.39
3692,1259,18,7,367.5
3693,1259,133,7,664.44
3694,1259,162,9,822.86
3695,1260,186,6,188.47
3696,1261,15,10,832.74
3697,1261,14,4,684.88
3698,1262,173,5,314.35
3699,1262,3,7,156.49
3700,1262,24,5,894.62
3701,1262,47,6,335.75
3702,1263,5,10,170.06
3703,1263,53,3,228.66
3704,1264,101,10,646.47
3705,1264,115,4,443.04
3706,1265,50,5,730.77
3707,1265,14,8,684.88
3708,1266,66,1,33.24
3709,1266,131,7,327.0
3710,1266,109,5,721.46
3711,1266,124,9,522.66
3712,1266,185,5,485.64
3713,1267,101,5,646.47
3714,1267,187,4,374.74
3715,1267,189,9,751.1
3716,1267,172,3,197.09
3717,1267,5,4,170.06
3718,1268,118,3,125.81
3719,1269,199,9,791.24
3720,1269,22,5,662.88
3721,1270,58,1,831.86
3722,1270,167,10,344.26
3723,1271,54,8,232.93
3724,1271,187,5,374.74
3725,1271,39,6,481.68
3726,1272,19,1,179.62
3727,1272,28,5,459.87
3728,1272,154,10,634.1
3729,1272,61,1,198.01
3730,1272,176,4,710.33
3731,1273,191,2,43.37
3732,1273,112,8,667.03
3733,1273,12,6,47.96
3734,1273,57,7,631.4
3735,1274,120,3,604.85
3736,1274,184,10,68.83
3737,1274,128,6,276.02
3738,1275,130,4,199.13
3739,1275,22,8,662.88
3740,1275,182,7,155.31
3741,1275,93,9,580.85
3742,1276,14,6,684.88
3743,1276,121,7,667.22
3744,1276,33,4,93.85
3745,1276,101,2,646.47
3746,1277,1,4,236.24
3747,1277,81,9,932.74
3748,1277,96,8,508.6
3749,1277,28,9,459.87
3750,1278,195,2,528.06
3751,1278,78,4,692.61
3752,1279,107,2,959.54
3753,1279,82,1,396.82
3754,1279,52,6,29.0
3755,1280,107,3,959.54
3756,1280,22,8,662.88
3757,1280,90,6,219.62
3758,1280,68,5,431.14
3759,1280,130,4,199.13
3760,1281,190,7,695.66
3761,1281,20,10,41.15
3762,1282,85,2,720.08
3763,1283,69,10,616.21
3764,1284,72,8,530.77
3765,1284,199,8,791.24
3766,1284,134,6,782.19
3767,1285,118,7,125.81
3768,1285,2,7,988.87
3769,1285,181,2,375.94
3770,1286,4,5,550.85
3771,1286,46,6,677.06
3772,1287,27,2,985.11
3773,1288,115,5,443.04
3774,1288,40,5,903.47
3775,1289,98,7,269.2
3776,1289,170,3,350.69
3777,1289,185,2,485.64
3778,1290,44,8,207.68
3779,1290,98,3,269.2
3780,1290,13,3,617.84
3781,1290,15,3,832.74
3782,1290,39,10,481.68
3783,1291,108,8,785.72
3784,1291,35,2,121.97
3785,1291,89,6,808.7
3786,1292,192,2,204.39
3787,1292,128,5,276.02
3788,1292,142,6,937.88
3789,1292,168,7,74.04
3790,1292,123,2,210.08
3791,1293,182,5,155.31
3792,1293,30,9,428.44
3793,1293,134,7,782.19
3794,1294,188,6,715.03
3795,1294,161,7,255.58
3796,1294,47,1,335.75
3797,1295,33,8,93.85
3798,1295,83,5,147.98
3799,1295,102,5,611.41
3800,1296,39,9,481.68
3801,1296,150,10,477.81
3802,1296,127,10,147.2
3803,1297,65,7,631.33
3804,1298,111,8,164.65
3805,1298,109,8,721.46
3806,1298,153,7,802.81
3807,1298,68,3,431.14
3808,1299,55,10,744.05
3809,1299,52,9,29.0
3810,1300,36,10,426.42
3811,1301,111,8,164.65
3812,1301,48,2,252.97
3813,1302,185,5,485.64
3814,1302,81,10,932.74
3815,1303,141,1,559.43
3816,1303,189,5,751.1
3817,1304,163,3,322.32
3818,1305,104,9,858.56
3819,1305,26,2,751.65
3820,1305,16,1,285.17
3821,1305,159,7,821.32
3822,1305,68,7,431.14
3823,1306,128,4,276.02
3824,1307,151,2,392.75
3825,1307,184,8,68.83
3826,1307,98,4,269.2
3827,1307,38,8,325.93
3828,1307,113,8,195.31
3829,1308,163,4,322.32
3830,1309,83,6,147.98
3831,1309,145,10,821.26
3832,1309,51,4,162.0
3833,1310,123,10,210.08
3834,1311,135,10,183.42
3835,1311,190,10,695.66
3836,1311,148,9,335.24
3837,1311,44,6,207.68
3838,1311,177,3,862.85
3839,1312,177,1,862.85
3840,1312,94,10,875.57
3841,1312,128,10,276.02
3842,1313,118,9,125.81
3843,1313,15,2,832.74
3844,1313,129,7,322.1
3845,1313,1,9,236.24
3846,1313,12,5,47.96
3847,1314,81,9,932.74
3848,1315,68,8,431.14
3849,1315,164,10,293.92
3850,1315,101,7,646.47
3851,1315,99,9,349.46
3852,1316,29,9,728.73
3853,1316,120,9,604.85
3854,1316,182,5,155.31
3855,1316,86,10,931.57
3856,1316,135,1,183.42
3857,1317,156,1,404.47
3858,1317,115,9,443.04
3859,1318,84,10,648.64
3860,1318,156,7,404.47
3861,1318,106,5,260.07
3862,1318,10,8,735.11
3863,1318,136,3,912.23
3864,1319,136,5,912.23
3865,1319,15,3,832.74
3866,1319,6,8,413.7
3867,1319,114,5,955.67
3868,1319,39,6,481.68
3869,1320,154,2,634.1
3870,1320,26,4,751.65
3871,1321,51,10,162.0
3872,1321,22,7,662.88
3873,1321,148,7,335.24
3874,1322,99,2,349.46
3875,1322,79,4,157.64
3876,1322,197,5,427.16
3877,1322,119,7,367.8
3878,1322,116,4,320.66
3879,1323,40,1,903.47
3880,1324,21,6,785.46
3881,1324,111,5,164.65
3882,1324,139,8,625.13
3883,1325,29,8,728.73
3884,1325,65,7,631.33
3885,1325,64,2,137.28
3886,1326,69,9,616.21
3887,1326,124,5,522.66
3888,1326,176,5,710.33
3889,1326,118,9,125.81
3890,1327,144,10,475.66
3891,1327,49,9,468.57
3892,1327,102,2,611.41
3893,1327,146,5,258.81
3894,1328,105,8,379.54
3895,1328,198,7,206.13
3896,1328,80,7,69.82
3897,1329,143,4,402.99
3898,1329,139,3,625.13
3899,1329,179,8,206.32
3900,1329,195,1,528.06
3901,1330,52,3,29.0
3902,1330,144,2,475.66
3903,1330,151,8,392.75
3904,1331,17,7,448.45
3905,1331,46,6,677.06
3906,1331,42,1,165.44
3907,1332,74,6,831.76
3908,1332,101,3,646.47
3909,1332,195,1,528.06
3910,1332,153,6,802.81
3911,1333,57,4,631.4
3912,1333,125,6,170.77
3913,1334,166,7,239.52
3914,1334,5,3,170.06
3915,1335,180,7,737.16
3916,1336,88,1,488.87
3917,1337,188,10,715.03
3918,1337,43,9,381.51
3919,1337,93,1,580.85
3920,1337,137,3,374.73
3921,1337,142,1,937.88
3922,1338,12,6,47.96
3923,1338,117,5,774.6
3924,1339,134,7,782.19
3925,1339,182,10,155.31
3926,1339,108,6,785.72
3927,1339,149,8,785.6
3928,1339,103,2,7.28
3929,1340,155,10,953.83
3930,1341,165,7,572.48
3931,1341,153,5,802.81
3932,1341,34,2,761.97
3933,1342,131,8,327.0
3934,1342,116,9,320.66
3935,1343,200,8,114.23
3936,1343,155,3,953.83
3937,1343,31,2,9.79
3938,1344,72,8,530.77
3939,1345,85,1,720.08
3940,1346,60,6,606.98
3941,1346,4,8,550.85
3942,1346,108,4,785.72
3943,1346,84,2,648.64
3944,1347,118,9,125.81
3945,1347,70,4,404.52
3946,1347,105,9,379.54
3947,1348,122,6,736.6
3948,1348,94,6,875.57
3949,1348,132,2,890.13
3950,1349,101,3,646.47
3951,1350,67,8,814.99
3952,1350,41,8,759.31
3953,1350,105,2,379.54
3954,1350,12,9,47.96
3955,1351,101,8,646.47
3956,1351,14,10,684.88
3957,1351,182,3,155.31
3958,1351,117,3,774.6
3959,1351,63,8,472.33
3960,1352,92,6,356.89
3961,1352,56,3,654.94
3962,1352,197,4,427.16
3963,1352,137,10,374.73
3964,1353,35,3,121.97
3965,1354,1,8,236.24
3966,1355,26,2,751.65
3967,1355,157,2,395.61
3968,1355,185,5,485.64
3969,1356,76,3,604.39
3970,1357,1,10,236.24
3971,1358,163,4,322.32
3972,1358,77,8,584.03
3973,1358,129,1,322.1
3974,1359,164,9,293.92
3975,1359,16,3,285.17
3976,1359,116,7,320.66
3977,1360,172,1,197.09
3978,1360,78,2,692.61
3979,1360,119,1,367.8
3980,1361,120,10,604.85
3981,1361,103,1,7.28
3982,1361,144,7,475.66
3983,1362,21,2,785.46
3984,1362,135,9,183.42
3985,1362,200,9,114.23
3986,1362,142,10,937.88
3987,1363,167,7,344.26
3988,1363,26,7,751.65
3989,1363,27,1,985.11
3990,1363,89,5,808.7
3991,1363,15,8,832.74
3992,1364,32,1,114.51
3993,1364,176,8,710.33
3994,1364,34,2,761.97
3995,1364,167,7,344.26
3996,1365,149,10,785.6
3997,1365,115,3,443.04
3998,1365,107,8,959.54
3999,1365,131,3,327.0
4000,1365,63,8,472.33
4001,1366,56,10,654.94
4002,1366,61,4,198.01
4003,1367,21,6,785.46
4004,1367,35,8,121.97
4005,1368,2,10,988.87
4006,1368,167,10,344.26
4007,1368,185,7,485.64
4008,1368,24,3,894.62
4009,1369,170,3,350.69
4010,1369,110,8,355.87
4011,1369,4,7,550.85
4012,1369,106,4,260.07
4013,1370,156,8,404.47
4014,1371,142,4,937.88
4015,1371,193,9,633.23
4016,1371,82,5,396.82
4017,1371,43,8,381.51
4018,1371,20,5,41.15
4019,1372,9,1,317.79
4020,1372,200,10,114.23
4021,1372,150,7,477.81
4022,1372,4,2,550.85
4023,1373,55,8,744.05
4024,1373,155,5,953.83
4025,1373,90,1,219.62
4026,1373,71,8,513.98
4027,1374,99,10,349.46
4028,1374,35,4,121.97
4029,1374,19,8,179.62
4030,1374,16,7,285.17
4031,1375,123,7,210.08
4032,1375,54,3,232.93
4033,1375,165,10,572.48
4034,1375,42,1,165.44
4035,1376,11,7,166.61
4036,1377,4,5,550.85
4037,1377,100,9,100.68
4038,1378,139,5,625.13
4039,1378,11,4,166.61
4040,1379,163,6,322.32
4041,1379,130,5,199.13
4042,1379,78,3,692.61
4043,1379,128,10,276.02
4044,1380,87,8,153.84
4045,1380,75,9,77.1
4046,1380,144,3,475.66
4047,1380,113,9,195.31
4048,1381,126,8,195.43
4049,1381,29,1,728.73
4050,1381,52,4,29.0
4051,1382,102,10,611.41
4052,1383,59,7,976.26
4053,1384,30,1,428.44
4054,1385,96,3,508.6
4055,1385,13,10,617.84
4056,1386,40,2,903.47
4057,1386,59,8,976.26
4058,1387,77,5,584.03
4059,1387,68,9,431.14
4060,1388,9,7,317.79
4061,1388,135,1,183.42
4062,1388,49,4,468.57
4063,1389,166,6,239.52
4064,1390,133,7,664.44
4065,1390,184,7,68.83
4066,1390,114,1,955.67
4067,1390,113,6,195.31
4068,1391,146,8,258.81
4069,1391,79,4,157.64
4070,1391,27,6,985.11
4071,1391,151,9,392.75
4072,1391,62,8,77.5
4073,1392,63,3,472.33
4074,1392,103,2,7.28
4075,1393,147,1,518.13
4076,1393,4,9,550.85
4077,1393,21,6,785.46
4078,1393,179,8,206.32
4079,1394,20,7,41.15
4080,1394,139,5,625.13
4081,1394,71,6,513.98
4082,1394,198,3,206.13
4083,1394,75,2,77.1
4084,1395,58,10,831.86
4085,1395,107,7,959.54
4086,1395,183,8,574.87
4087,1395,148,8,335.24
4088,1395,54,9,232.93
4089,1396,172,8,197.09
4090,1396,73,2,846.6
4091,1396,13,7,617.84
4092,1396,92,10,356.89
4093,1396,182,3,155.31
4094,1397,190,5,695.66
4095,1397,77,3,584.03
4096,1397,27,4,985.11
4097,1397,150,10,477.81
4098,1397,101,8,646.47
4099,1398,85,10,720.08
4100,1398,160,5,813.18
4101,1399,198,8,206.13
4102,1400,44,7,207.68
4103,1400,69,4,616.21
4104,1400,160,9,813.18
4105,1400,131,5,327.0
4106,1400,74,2,831.76
4107,1401,63,4,472.33
4108,1401,46,1,677.06
4109,1401,5,9,170.06
4110,1402,27,3,985.11
4111,1402,63,1,472.33
4112,1402,154,4,634.1
4113,1402,164,2,293.92
4114,1402,92,2,356.89
4115,1403,134,4,782.19
4116,1404,67,6,814.99
4117,1404,31,1,9.79
4118,1404,52,9,29.0
4119,1405,188,2,715.03
4120,1405,49,1,468.57
4121,1405,173,6,314.35
4122,1405,33,6,93.85
4123,1405,102,1,611.41
4124,1406,100,5,100.68
4125,1407,93,9,580.85
4126,1407,175,9,470.29
4127,1407,128,3,276.02
4128,1408,6,4,413.7
4129,1408,165,8,572.48
4130,1408,119,6,367.8
4131,1408,131,2,327.0
4132,1409,91,5,189.57
4133,1409,198,9,206.13
4134,1409,49,6,468.57
4135,1410,183,1,574.87
4136,1411,55,5,744.05
4137,1411,165,2,572.48
4138,1412,89,7,808.7
4139,1412,141,2,559.43
4140,1412,199,7,791.24
4141,1412,148,4,335.24
4142,1412,169,5,820.2
4143,1413,191,10,43.37
4144,1413,71,10,513.98
4145,1414,66,9,33.24
4146,1414,153,3,802.81
4147,1414,161,8,255.58
4148,1414,33,7,93.85
4149,1415,178,7,600.16
4150,1415,66,9,33.24
4151,1415,148,10,335.24
4152,1415,46,2,677.06
4153,1416,45,9,354.66
4154,1416,36,1,426.42
4155,1416,118,1,125.81
4156,1416,128,1,276.02
4157,1417,177,1,862.85
4158,1417,180,5,737.16
4159,1417,4,9,550.85
4160,1417,75,4,77.1
4161,1417,31,3,9.79
4162,1418,133,9,664.44
4163,1418,155,7,953.83
4164,1418,75,2,77.1
4165,1419,88,5,488.87
4166,1420,70,7,404.52
4167,1421,91,4,189.57
4168,1421,107,7,959.54
4169,1421,190,7,695.66
4170,1421,12,10,47.96
4171,1422,147,8,518.13
4172,1422,64,6,137.28
4173,1422,48,4,252.97
4174,1423,116,5,320.66
4175,1423,31,2,9.79
4176,1423,133,4,664.44
4177,1423,109,6,721.46
4178,1423,141,9,559.43
4179,1424,111,1,164.65
4180,1424,130,10,199.13
4181,1424,42,9,165.44
4182,1424,1,1,236.24
4183,1424,146,2,258.81
4184,1425,78,2,692.61
4185,1425,185,8,485.64
4186,1426,9,3,317.79
4187,1426,65,1,631.33
4188,1426,104,10,858.56
4189,1426,170,10,350.69
4190,1427,67,2,814.99
4191,1427,64,10,137.28
4192,1428,14,7,684.88
4193,1428,103,7,7.28
4194,1428,71,6,513.98
4195,1429,92,9,356.89
4196,1429,98,4,269.2
4197,1429,15,1,832.74
4198,1429,171,10,803.86
4199,1430,82,3,396.82
4200,1431,176,9,710.33
4201,1431,38,4,325.93
4202,1431,47,2,335.75
4203,1431,181,5,375.94
4204,1432,200,10,114.23
4205,1432,51,2,162.0
4206,1432,28,1,459.87
4207,1433,165,6,572.48
4208,1433,21,8,785.46
4209,1433,41,4,759.31
4210,1433,75,3,77.1
4211,1433,22,4,662.88
4212,1434,159,2,821.32
4213,1434,120,1,604.85
4214,1434,67,4,814.99
4215,1435,49,7,468.57
4216,1435,29,2,728.73
4217,1435,89,9,808.7
4218,1435,192,1,204.39
4219,1435,130,5,199.13
4220,1436,199,4,791.24
4221,1436,44,3,207.68
4222,1436,80,7,69.82
4223,1436,97,9,773.42
4224,1437,84,7,648.64
4225,1437,178,6,600.16
4226,1438,102,6,611.41
4227,1438,6,6,413.7
4228,1438,56,8,654.94
4229,1439,119,5,367.8
4230,1439,183,6,574.87
4231,1440,42,8,165.44
4232,1441,108,6,785.72
4233,1441,17,2,448.45
4234,1441,83,8,147.98
4235,1441,41,7,759.31
4236,1442,27,1,985.11
4237,1442,92,1,356.89
4238,1443,102,9,611.41
4239,1443,159,10,821.32
4240,1444,168,7,74.04
4241,1444,147,9,518.13
4242,1444,120,9,604.85
4243,1444,21,5,785.46
4244,1445,45,5,354.66
4245,1445,136,2,912.23
4246,1445,12,5,47.96
4247,1446,127,2,147.2
4248,1446,155,2,953.83
4249,1447,100,10,100.68
4250,1447,134,3,782.19
4251,1447,188,3,715.03
4252,1447,74,2,831.76
4253,1447,7,4,228.8
4254,1448,191,10,43.37
4255,1448,137,1,374.73
4256,1448,103,9,7.28
4257,1448,126,7,195.43
4258,1448,20,5,41.15
4259,1449,22,1,662.88
4260,1450,57,8,631.4
4261,1451,151,4,392.75
4262,1451,177,3,862.85
4263,1451,88,7,488.87
4264,1451,171,10,803.86
4265,1451,99,5,349.46
4266,1452,2,7,988.87
4267,1453,37,6,58.45
4268,1453,153,8,802.81
4269,1453,74,2,831.76
4270,1454,65,6,631.33
4271,1455,161,6,255.58
4272,1455,96,2,508.6
4273,1456,37,4,58.45
4274,1456,107,4,959.54
4275,1457,111,3,164.65
4276,1457,143,6,402.99
4277,1457,117,5,774.6
4278,1457,94,8,875.57
4279,1457,23,10,645.3
4280,1458,43,4,381.51
4281,1458,71,10,513.98
4282,1459,186,9,188.47
4283,1460,153,2,802.81
4284,1460,40,6,903.47
4285,1460,102,9,611.41
4286,1460,65,6,631.33
4287,1460,20,5,41.15
4288,1461,82,2,396.82
4289,1461,91,7,189.57
4290,1461,3,6,156.49
4291,1461,47,5,335.75
4292,1461,106,1,260.07
4293,1462,175,10,470.29
4294,1462,103,2,7.28
4295,1462,143,9,402.99
4296,1462,87,5,153.84
4297,1462,32,9,114.51
4298,1463,89,4,808.7
4299,1463,141,6,559.43
4300,1463,69,5,616.21
4301,1464,160,1,813.18
4302,1464,125,5,170.77
4303,1464,99,4,349.46
4304,1464,153,4,802.81
4305,1465,28,9,459.87
4306,1465,198,4,206.13
4307,1466,72,10,530.77
4308,1467,80,10,69.82
4309,1468,148,1,335.24
4310,1468,98,6,269.2
4311,1468,55,2,744.05
4312,1468,141,4,559.43
4313,1469,45,4,354.66
4314,1470,137,4,374.73
4315,1471,189,5,751.1
4316,1472,70,10,404.52
4317,1472,95,7,954.85
4318,1472,84,9,648.64
4319,1472,111,6,164.65
4320,1472,194,4,6.08
4321,1473,155,1,953.83
4322,1473,65,2,631.33
4323,1473,193,9,633.23
4324,1473,8,4,761.8
4325,1473,25,2,508.5
4326,1474,56,10,654.94
4327,1474,96,1,508.6
4328,1475,36,2,426.42
4329,1475,113,9,195.31
4330,1475,112,8,667.03
4331,1475,60,4,606.98
4332,1476,169,5,820.2
4333,1476,146,7,258.81
4334,1476,191,2,43.37
4335,1476,158,1,896.13
4336,1477,168,3,74.04
4337,1477,108,7,785.72
4338,1477,140,4,166.36
4339,1478,187,1,374.74
4340,1478,197,7,427.16
4341,1478,146,10,258.81
4342,1478,87,10,153.84
4343,1478,3,1,156.49
4344,1479,93,3,580.85
